Lisa,F,56918,3475631,1966
Kimberly,F,32230,3475631,1966
Mary,F,28886,3475631,1966
Michelle,F,27157,3475631,1966
Karen,F,25449,3475631,1966
Susan,F,23772,3475631,1966
Patricia,F,20110,3475631,1966
Tammy,F,18620,3475631,1966
Angela,F,18533,3475631,1966
Jennifer,F,18214,3475631,1966
Cynthia,F,17417,3475631,1966
Donna,F,17035,3475631,1966
Julie,F,16332,3475631,1966
Pamela,F,16249,3475631,1966
Deborah,F,16248,3475631,1966
Elizabeth,F,15884,3475631,1966
Sandra,F,15850,3475631,1966
Linda,F,15564,3475631,1966
Laura,F,15552,3475631,1966
Christine,F,15546,3475631,1966
Lori,F,14671,3475631,1966
Melissa,F,14253,3475631,1966
Tina,F,13893,3475631,1966
Dawn,F,13603,3475631,1966
Brenda,F,13295,3475631,1966
Kelly,F,13243,3475631,1966
Barbara,F,13122,3475631,1966
Sharon,F,13061,3475631,1966
Teresa,F,13023,3475631,1966
Amy,F,13000,3475631,1966
Tracy,F,12504,3475631,1966
Denise,F,11794,3475631,1966
Nancy,F,11730,3475631,1966
Cheryl,F,11713,3475631,1966
Debra,F,11261,3475631,1966
Michele,F,10687,3475631,1966
Kathleen,F,10491,3475631,1966
Stephanie,F,10161,3475631,1966
Rhonda,F,9804,3475631,1966
Rebecca,F,9777,3475631,1966
Wendy,F,9516,3475631,1966
Robin,F,9440,3475631,1966
Kim,F,9196,3475631,1966
Maria,F,9128,3475631,1966
Diane,F,8750,3475631,1966
Theresa,F,8702,3475631,1966
Jacqueline,F,8356,3475631,1966
Carol,F,8259,3475631,1966
Jill,F,7869,3475631,1966
Paula,F,7857,3475631,1966
Sheila,F,7208,3475631,1966
Andrea,F,7145,3475631,1966
Sherry,F,6984,3475631,1966
Catherine,F,6961,3475631,1966
Margaret,F,6961,3475631,1966
Cindy,F,6793,3475631,1966
Janet,F,6434,3475631,1966
Gina,F,6355,3475631,1966
Kathy,F,6319,3475631,1966
Carolyn,F,6122,3475631,1966
Ann,F,5992,3475631,1966
Suzanne,F,5684,3475631,1966
Laurie,F,5666,3475631,1966
Diana,F,5505,3475631,1966
