Mary,F,13811,357484,1896
Anna,F,5860,357484,1896
Helen,F,4392,357484,1896
Margaret,F,4050,357484,1896
Ruth,F,3905,357484,1896
Ethel,F,3502,357484,1896
Elizabeth,F,3471,357484,1896
Florence,F,3323,357484,1896
Marie,F,3087,357484,1896
Emma,F,2872,357484,1896
Lillian,F,2702,357484,1896
Alice,F,2651,357484,1896
Edna,F,2604,357484,1896
Clara,F,2582,357484,1896
Bertha,F,2565,357484,1896
Minnie,F,2530,357484,1896
Grace,F,2485,357484,1896
Bessie,F,2435,357484,1896
Annie,F,2358,357484,1896
Rose,F,2341,357484,1896
Mabel,F,2283,357484,1896
Hazel,F,2226,357484,1896
Gertrude,F,2221,357484,1896
Ida,F,2159,357484,1896
Pearl,F,2101,357484,1896
Martha,F,2022,357484,1896
Esther,F,1964,357484,1896
Frances,F,1964,357484,1896
Edith,F,1932,357484,1896
Myrtle,F,1928,357484,1896
Elsie,F,1878,357484,1896
Eva,F,1779,357484,1896
Gladys,F,1757,357484,1896
Nellie,F,1696,357484,1896
Sarah,F,1691,357484,1896
Ella,F,1683,357484,1896
Laura,F,1665,357484,1896
Agnes,F,1654,357484,1896
Mildred,F,1620,357484,1896
Catherine,F,1594,357484,1896
Irene,F,1593,357484,1896
Louise,F,1531,357484,1896
Lillie,F,1483,357484,1896
Julia,F,1407,357484,1896
Carrie,F,1388,357484,1896
Dorothy,F,1366,357484,1896
Hattie,F,1320,357484,1896
Lena,F,1318,357484,1896
Mattie,F,1288,357484,1896
Josephine,F,1256,357484,1896
Alma,F,1243,357484,1896
Cora,F,1204,357484,1896
Jennie,F,1178,357484,1896
Blanche,F,1150,357484,1896
Mae,F,1148,357484,1896
Maude,F,1104,357484,1896
Jessie,F,1103,357484,1896
Mamie,F,1081,357484,1896
Lucy,F,1074,357484,1896
Stella,F,1054,357484,1896
Katherine,F,1047,357484,1896
Viola,F,1047,357484,1896
Ada,F,1041,357484,1896
Lula,F,1012,357484,1896
Fannie,F,1001,357484,1896
Ruby,F,994,357484,1896
Marion,F,987,357484,1896
Dora,F,874,357484,1896
Maggie,F,871,357484,1896
Beatrice,F,870,357484,1896
Nora,F,844,357484,1896
Sadie,F,827,357484,1896
Ellen,F,811,357484,1896
Rosa,F,808,357484,1896
Pauline,F,756,357484,1896
Willie,F,755,357484,1896
Beulah,F,750,357484,1896
Marguerite,F,725,357484,1896
Susie,F,718,357484,1896
Effie,F,716,357484,1896
Vera,F,675,357484,1896
May,F,671,357484,1896
Daisy,F,661,357484,1896
Evelyn,F,646,357484,1896
Della,F,642,357484,1896
Lucille,F,637,357484,1896
Nettie,F,628,357484,1896
Kathryn,F,625,357484,1896
Virginia,F,621,357484,1896
Olive,F,583,357484,1896
Lydia,F,580,357484,1896
Lottie,F,574,357484,1896
Georgia,F,562,357484,1896
Leona,F,556,357484,1896
Hilda,F,549,357484,1896
Emily,F,527,357484,1896
Flora,F,527,357484,1896
Nancy,F,527,357484,1896
Katie,F,516,357484,1896
Lizzie,F,508,357484,1896
Sallie,F,498,357484,1896
Eleanor,F,493,357484,1896
Charlotte,F,492,357484,1896
Bernice,F,489,357484,1896
Ann,F,488,357484,1896
Addie,F,485,357484,1896
Etta,F,484,357484,1896
Theresa,F,469,357484,1896
Lola,F,450,357484,1896
Caroline,F,437,357484,1896
Harriet,F,437,357484,1896
Iva,F,434,357484,1896
Lela,F,425,357484,1896
Anne,F,423,357484,1896
Jane,F,413,357484,1896
Henrietta,F,412,357484,1896
Ollie,F,409,357484,1896
Ora,F,408,357484,1896
Nannie,F,400,357484,1896
Inez,F,398,357484,1896
Estelle,F,392,357484,1896
Loretta,F,391,357484,1896
Lois,F,388,357484,1896
Marjorie,F,387,357484,1896
Goldie,F,384,357484,1896
Essie,F,381,357484,1896
Mollie,F,374,357484,1896
Rebecca,F,371,357484,1896
Amanda,F,367,357484,1896
Mable,F,367,357484,1896
Amelia,F,365,357484,1896
Eula,F,365,357484,1896
Estella,F,363,357484,1896
Olga,F,355,357484,1896
Violet,F,354,357484,1896
Eunice,F,351,357484,1896
Rachel,F,348,357484,1896
Susan,F,343,357484,1896
Betty,F,342,357484,1896
Sylvia,F,340,357484,1896
Frieda,F,339,357484,1896
Matilda,F,339,357484,1896
Sara,F,326,357484,1896
Verna,F,326,357484,1896
Barbara,F,324,357484,1896
Hannah,F,323,357484,1896
Amy,F,320,357484,1896
Nina,F,320,357484,1896
Flossie,F,315,357484,1896
Rosie,F,314,357484,1896
Maria,F,312,357484,1896
Doris,F,307,357484,1896
Genevieve,F,305,357484,1896
Kate,F,303,357484,1896
Alta,F,302,357484,1896
Lucile,F,300,357484,1896
Maud,F,298,357484,1896
Victoria,F,281,357484,1896
Madeline,F,279,357484,1896
Sophia,F,278,357484,1896
Christine,F,274,357484,1896
Ola,F,273,357484,1896
Naomi,F,269,357484,1896
Marian,F,267,357484,1896
Augusta,F,265,357484,1896
Irma,F,261,357484,1896
Eliza,F,260,357484,1896
Thelma,F,260,357484,1896
Kathleen,F,259,357484,1896
Alberta,F,258,357484,1896
Celia,F,258,357484,1896
Sophie,F,258,357484,1896
Jean,F,255,357484,1896
